48	1	19.652154
48	1	0.000068
47	1	0.000068
47	1	0.000045
47	1	0.000091
47	1	0.000113
47	1	0.000113
47	1	0.000045
46	1	0.000068
46	1	0.000068
46	1	0.000091
46	1	0.000045
46	1	0.000045
46	1	0.000045
46	1	0.000159
45	1	0.000068
45	1	0.000068
45	1	0.000045
45	1	0.000091
45	1	0.000136
45	1	0.000091
44	1	0.000113
44	1	0.000068
44	1	0.000045
44	1	0.000068
44	1	0.000136
44	1	0.000045
44	1	0.000091
43	1	0.000045
43	1	0.000136
43	1	0.000045
43	1	0.000045
43	1	0.000068
43	1	0.000159
43	1	0.000068
42	1	0.000068
42	1	0.000159
42	1	0.000045
42	1	0.000113
42	1	0.000045
42	1	0.000113
42	1	0.000113
41	1	0.000113
41	1	0.000045
41	1	0.000136
41	1	0.000068
41	1	0.000113
41	1	0.000068
41	1	0.000091
40	1	0.000159
40	1	0.000068
40	1	0.000045
40	1	0.000045
40	1	0.000045
40	1	0.000045
40	1	0.000068
40	1	0.000091
40	1	0.000068
40	1	0.000045
39	1	0.000068
39	1	0.000091
39	1	0.000091
39	1	0.000068
39	1	0.000068
39	1	0.000204
39	1	0.000113
39	1	0.000068
38	1	0.000113
38	1	0.000091
38	1	0.000068
38	1	0.000045
38	1	0.000045
38	1	0.000091
38	1	0.000091
38	1	0.000091
38	1	0.000091
38	1	0.000091
37	1	0.000045
37	1	0.000068
37	1	0.000068
37	1	0.000045
37	1	0.000045
37	1	0.000045
37	1	0.000068
37	1	0.000068
37	1	0.000068
37	1	0.000045
37	1	0.000091
37	1	0.000045
37	1	0.000113
36	1	0.000045
36	1	0.000113
36	1	0.000045
36	1	0.000045
36	1	0.000068
36	1	0.000068
36	1	0.000045
36	1	0.000091
36	1	0.000045
36	1	0.000068
36	1	0.000045
36	1	0.000113
35	1	0.000136
35	1	0.000091
35	1	0.000045
35	1	0.000091
35	1	0.000113
35	1	0.000045
35	1	0.000068
35	1	0.000068
35	1	0.000045
35	1	0.000068
35	1	0.000045
35	1	0.000091
35	1	0.000113
34	1	0.000159
34	1	0.000091
34	1	0.000068
34	1	0.000045
34	1	0.000045
34	1	0.000091
34	1	0.000068
34	1	0.000068
34	1	0.000136
34	1	0.000091
34	1	0.000045
34	1	0.000068
33	1	0.000045
33	1	0.000159
33	1	0.000045
33	1	0.000068
33	1	0.000045
33	1	0.000045
33	1	0.000159
33	1	0.000045
33	1	0.000113
33	1	0.000068
33	1	0.000091
33	1	0.000068
33	1	0.000045
32	1	0.000113
32	1	0.000045
32	1	0.000045
32	1	0.000113
32	1	0.000045
32	1	0.000045
32	1	0.000113
32	1	0.000136
32	1	0.000045
32	1	0.000068
32	1	0.000091
32	1	0.000045
32	1	0.000045
32	1	0.000045
32	1	0.000091
32	1	0.000068
31	1	0.000068
31	1	0.000045
31	1	0.000091
31	1	0.000091
31	1	0.000068
31	1	0.000045
31	1	0.000045
31	1	0.000045
31	1	0.000068
31	1	0.000136
31	1	0.000113
31	1	0.000091
31	1	0.000113
31	1	0.000068
31	1	0.000113
30	1	0.000227
30	1	0.000045
30	1	0.000091
30	1	0.000045
30	1	0.000068
30	1	0.000045
30	1	0.000091
30	1	0.000045
30	1	0.000045
30	1	0.000045
30	1	0.000113
30	1	0.000068
30	1	0.000045
30	1	0.000068
30	1	0.000136
30	1	0.000045
29	1	0.000068
29	1	0.000068
29	1	0.000091
29	1	0.000068
29	1	0.000091
